seed,noV,rhsMin,rhsMax,cMin,cMax,fMin,fMax,supplyNodes,demandNodes, totSupply, avgFC
6926,86,417,834,0,20,1276,3828,5,1,3020.0,265.918922042
6927,46,551,1102,0,20,17376,52128,1,2,1023.0,3873.44711422
6928,58,607,1214,0,20,19076,57228,4,2,3427.0,3201.19979879
6929,72,606,1212,0,20,6261,18783,4,3,2350.0,1329.53537785
6930,112,440,880,0,20,8011,24033,4,4,2754.0,1586.98093424
6931,40,217,434,0,20,17581,52743,3,2,1043.0,3781.30519108
6932,126,67,134,0,20,18026,54078,3,1,82.0,3792.97711957
6933,130,265,530,0,20,9286,27858,5,4,2289.0,1804.13944128
6934,54,192,384,0,20,15086,45258,4,1,329.0,2966.63923377
6935,76,868,1736,0,20,4306,12918,3,3,3220.0,735.500134194
6936,110,148,296,0,20,4646,13938,2,1,168.0,884.157410666
6937,78,604,1208,0,20,19046,57138,2,2,1690.0,3943.26052064
6938,86,830,1660,0,20,19831,59493,3,4,4463.0,3664.69246513
6939,62,17,34,0,20,9566,28698,5,4,125.0,2012.06168361
6940,88,337,674,0,20,15671,47013,4,2,745.0,3330.07418492
6941,76,73,146,0,20,2261,6783,6,1,595.0,456.075943986
6942,122,4,8,0,20,12496,37488,3,2,6.0,2608.54752612
6943,94,156,312,0,20,18271,54813,3,2,502.0,3806.6771674
6944,90,47,94,0,20,12501,37503,5,4,256.0,2684.01714727
6945,30,326,652,0,20,716,2148,3,2,750.0,139.783449383
6946,128,312,624,0,20,1976,5928,7,1,589.0,378.55003726
6947,60,292,584,0,20,5451,16353,3,3,1471.0,1074.5561655
6948,48,28,56,0,20,576,1728,3,1,142.0,106.650872611
6949,72,467,934,0,20,15121,45363,5,4,2689.0,2749.77979188
6950,96,203,406,0,20,18481,55443,2,3,633.0,3802.17799561
6951,72,953,1906,0,20,18871,56613,4,3,4176.0,3617.34065329
6952,76,461,922,0,20,16386,49158,4,4,2811.0,3307.2574983
6953,38,354,708,0,20,12116,36348,3,3,1244.0,1873.28394993
6954,98,18,36,0,20,7041,21123,3,1,75.0,1351.98722735
6955,122,556,1112,0,20,2046,6138,5,5,4325.0,382.936889903
6956,112,101,202,0,20,11196,33588,4,2,335.0,2147.34229539
6957,52,157,314,0,20,7066,21198,4,3,953.0,1399.29706944
6958,28,884,1768,0,20,4606,13818,2,3,3001.0,1079.41588919
6959,100,919,1838,0,20,17186,51558,3,2,2702.0,3443.90894781
6960,86,901,1802,0,20,5656,16968,4,5,5128.0,1142.92119986
6961,126,782,1564,0,20,16806,50418,6,2,1482.0,3175.02261554
6962,102,674,1348,0,20,11831,35493,3,2,2016.0,2432.55475242
6963,56,10,20,0,20,9986,29958,4,3,52.0,2259.90305925
6964,30,623,1246,0,20,6811,20433,3,4,3363.0,1067.9133442
6965,36,189,378,0,20,17246,51738,6,3,1755.0,3634.78152917
6966,90,269,538,0,20,8011,24033,1,1,471.0,1864.27362944
6967,90,958,1916,0,20,4546,13638,4,2,3357.0,893.050042995
6968,60,596,1192,0,20,4831,14493,5,3,2455.0,1022.11773861
6969,62,70,140,0,20,19146,57438,6,4,448.0,4126.47107283
6970,38,395,790,0,20,10446,31338,6,3,1370.0,2105.69648268
6971,34,604,1208,0,20,6446,19338,3,2,1087.0,1258.78438605
6972,64,348,696,0,20,16346,49038,2,2,671.0,3161.12005308
6973,128,908,1816,0,20,18511,55533,6,1,1228.0,3606.18415049
6974,48,788,1576,0,20,9921,29763,5,2,6996.0,1941.71348462
6975,124,131,262,0,20,13101,39303,4,2,304.0,2814.26373916
6976,92,707,1414,0,20,6921,20763,3,3,3219.0,1408.14670248
6977,94,311,622,0,20,6906,20718,5,2,2211.0,1472.39617803
6978,114,240,480,0,20,8931,26793,2,2,379.0,1810.25407347
6979,132,416,832,0,20,8081,24243,2,3,1313.0,1670.93661393
6980,128,456,912,0,20,51,153,5,3,1815.0,9.47778720094
6981,108,93,186,0,20,171,513,4,3,384.0,33.7576876867
6982,34,736,1472,0,20,5586,16758,4,1,1372.0,1250.00855055
6983,34,766,1532,0,20,14061,42183,4,1,1063.0,3136.73203883
6984,86,414,828,0,20,17616,52848,4,4,2382.0,3586.0978297
6985,64,653,1306,0,20,17566,52698,4,5,4387.0,3899.53509512
6986,108,753,1506,0,20,18871,56613,2,2,1316.0,4075.66693643
6987,110,687,1374,0,20,9161,27483,4,2,4522.0,1782.28057085
6988,114,181,362,0,20,7351,22053,4,4,898.0,1296.36421152
6989,88,65,130,0,20,15226,45678,3,3,311.0,3011.02240678
6990,60,116,232,0,20,4386,13158,5,3,405.0,963.625530966
6991,46,730,1460,0,20,13581,40743,3,3,3265.0,3060.63546303
6992,108,597,1194,0,20,1781,5343,5,3,2938.0,357.713671878
6993,70,752,1504,0,20,4471,13413,5,3,6285.0,828.80311049
6994,60,139,278,0,20,1951,5853,2,2,457.0,376.023924246
6995,128,308,616,0,20,8171,24513,4,3,1319.0,1685.53807396
6996,50,33,66,0,20,4761,14283,5,2,49.0,953.531331439
6997,106,919,1838,0,20,14431,43293,6,2,8301.0,2906.28621379
6998,110,905,1810,0,20,186,558,5,3,3339.0,37.051470942
6999,98,466,932,0,20,211,633,4,2,2617.0,44.3223774178
7000,46,323,646,0,20,6791,20373,7,4,1659.0,1388.56901018
7001,94,118,236,0,20,6411,19233,3,2,529.0,1261.27489552
7002,122,560,1120,0,20,10376,31128,5,4,4050.0,1969.07762257
7003,128,660,1320,0,20,2496,7488,4,3,3829.0,471.016210135
7004,112,151,302,0,20,2261,6783,6,5,926.0,395.825118256
7005,28,408,816,0,20,5511,16533,5,2,1031.0,1204.22771153
7006,22,358,716,0,20,526,1578,3,2,1562.0,99.9037593848
7007,80,608,1216,0,20,7416,22248,5,3,2640.0,1337.02091994
7008,120,756,1512,0,20,14461,43383,3,1,1293.0,2848.58677493
7009,64,316,632,0,20,17091,51273,6,3,1305.0,3426.78683311
7010,128,945,1890,0,20,1886,5658,3,2,2933.0,358.751449315
7011,94,953,1906,0,20,7116,21348,3,2,2074.0,1409.03171949
7012,122,464,928,0,20,19696,59088,4,3,1755.0,4011.29021397
7013,120,983,1966,0,20,751,2253,3,3,5279.0,156.714942131
7014,94,60,120,0,20,3911,11733,5,3,505.0,977.039597197
7015,90,248,496,0,20,14776,44328,4,3,979.0,2969.51079933
7016,76,114,228,0,20,2746,8238,4,2,305.0,545.820071408
7017,92,937,1874,0,20,9431,28293,4,1,1334.0,1897.31754136
7018,88,339,678,0,20,12701,38103,3,3,1837.0,2472.86824965
7019,122,849,1698,0,20,5026,15078,5,2,2537.0,1018.24525149
7020,66,63,126,0,20,556,1668,4,3,296.0,114.882270707
7021,34,935,1870,0,20,7071,21213,2,2,2102.0,1414.0747293
7022,92,992,1984,0,20,5611,16833,3,2,1882.0,1247.89772673
7023,84,284,568,0,20,7586,22758,3,1,1348.0,1378.95315304
7024,104,846,1692,0,20,7581,22743,5,5,5101.0,1540.38563389
7025,30,615,1230,0,20,3011,9033,4,3,4523.0,520.604764973
7026,58,698,1396,0,20,6646,19938,6,4,3786.0,1380.3548802
7027,24,396,792,0,20,11151,33453,6,1,736.0,2704.18805492
7028,58,825,1650,0,20,8561,25683,5,3,3746.0,1620.88702127
7029,24,287,574,0,20,10516,31548,4,3,1887.0,2306.44895145
7030,26,241,482,0,20,666,1998,2,2,714.0,181.988572372
7031,22,316,632,0,20,301,903,3,2,1290.0,54.1404510078
7032,58,889,1778,0,20,11026,33078,4,3,3630.0,2159.33036763
7033,132,789,1578,0,20,71,213,4,2,2006.0,13.0333933735
7034,68,681,1362,0,20,11966,35898,5,2,5490.0,2357.29780528
7035,102,600,1200,0,20,5131,15393,1,2,1141.0,1090.42657296
7036,110,927,1854,0,20,8411,25233,4,2,6010.0,1699.61331779
7037,80,33,66,0,20,17136,51408,5,4,232.0,3630.42198522
7038,98,274,548,0,20,6936,20808,5,4,1879.0,1383.32477981
7039,54,61,122,0,20,4526,13578,5,3,471.0,949.65981901
7040,40,1,2,0,20,8766,26298,2,2,3.0,1812.52138748
7041,30,768,1536,0,20,1376,4128,4,1,1134.0,310.212519951
7042,60,696,1392,0,20,701,2103,5,4,3956.0,125.194929171
7043,62,98,196,0,20,4446,13338,6,4,487.0,863.223485622
7044,66,700,1400,0,20,19586,58758,4,5,4976.0,3765.64390324
7045,60,73,146,0,20,10101,30303,5,3,572.0,2126.00245876
7046,70,292,584,0,20,941,2823,5,2,944.0,178.669443981
7047,118,122,244,0,20,18221,54663,8,3,515.0,3436.75620412
7048,42,506,1012,0,20,7696,23088,4,2,1312.0,1629.78359313
7049,90,985,1970,0,20,13441,40323,4,2,5793.0,2938.48077495
7050,32,630,1260,0,20,18526,55578,4,3,3802.0,3959.52773148
7051,116,539,1078,0,20,16526,49578,5,3,2696.0,3348.13183629
7052,98,931,1862,0,20,12936,38808,4,1,1540.0,2773.894986
7053,78,954,1908,0,20,11951,35853,4,1,1486.0,2639.56317865
7054,90,336,672,0,20,11206,33618,4,2,2324.0,2540.69293337
7055,60,532,1064,0,20,5041,15123,4,2,2830.0,1004.23216057
7056,76,695,1390,0,20,2806,8418,2,3,2332.0,510.871530011
7057,68,525,1050,0,20,8686,26058,5,4,3220.0,2069.5630255
7058,132,90,180,0,20,2821,8463,4,2,585.0,546.849652559
7059,52,772,1544,0,20,12041,36123,3,1,3957.0,2510.14028486
7060,26,915,1830,0,20,261,783,4,3,4063.0,61.2103317051
7061,50,352,704,0,20,4226,12678,3,2,1241.0,940.502418417
7062,112,942,1884,0,20,1196,3588,6,3,3988.0,236.402865751
7063,40,840,1680,0,20,366,1098,4,1,1141.0,70.2679874753
7064,64,410,820,0,20,6561,19683,4,4,2118.0,1206.88417089
7065,54,374,748,0,20,11546,34638,4,3,1265.0,2734.77428534
7066,80,285,570,0,20,11461,34383,4,3,961.0,2369.17003222
7067,110,270,540,0,20,5821,17463,5,2,822.0,1209.64521031
7068,84,320,640,0,20,3676,11028,4,4,1444.0,696.989431786
7069,64,171,342,0,20,17821,53463,3,3,852.0,3445.96776507
7070,128,632,1264,0,20,16646,49938,4,2,3579.0,3304.47350329
7071,40,935,1870,0,20,18441,55323,5,5,5824.0,3250.2330691
7072,28,875,1750,0,20,11931,35793,2,3,3133.0,2169.54646409
7073,124,850,1700,0,20,13776,41328,4,2,5296.0,2465.52666103
7074,80,301,602,0,20,2151,6453,4,3,1205.0,420.042109047
7075,56,316,632,0,20,15646,46938,4,2,1732.0,2623.91437692
7076,78,933,1866,0,20,13246,39738,2,2,1675.0,2850.94145203
7077,78,108,216,0,20,15786,47358,4,3,383.0,3425.07971974
7078,26,43,86,0,20,11261,33783,2,3,129.0,2125.84387863
7079,112,892,1784,0,20,3551,10653,6,2,1853.0,672.167370396
7080,52,841,1682,0,20,17406,52218,5,1,1291.0,3581.23321187
7081,102,405,810,0,20,10581,31743,3,2,1333.0,2015.9132891
7082,96,527,1054,0,20,4656,13968,5,3,2024.0,894.300156915
7083,126,240,480,0,20,7861,23583,3,2,701.0,1658.97740375
7084,72,461,922,0,20,14891,44673,2,2,1400.0,2870.91415847
7085,94,779,1558,0,20,14706,44118,3,3,3775.0,3274.95529997
7086,114,525,1050,0,20,15701,47103,7,1,780.0,3262.09766472
7087,26,211,422,0,20,17996,53988,5,3,993.0,2914.92423169
7088,46,537,1074,0,20,8101,24303,6,1,826.0,1492.01437489
7089,88,379,758,0,20,17561,52683,3,4,1628.0,3469.76877333
7090,100,855,1710,0,20,18551,55653,6,1,1193.0,3823.78495221
7091,98,706,1412,0,20,8366,25098,4,3,2755.0,1507.21321158
7092,128,343,686,0,20,12766,38298,3,3,1096.0,2924.2421365
7093,76,391,782,0,20,3206,9618,4,4,2438.0,671.013828538
7094,28,134,268,0,20,2616,7848,5,2,837.0,694.917051588
7095,86,920,1840,0,20,9221,27663,5,3,3509.0,1903.51837225
7096,36,340,680,0,20,15401,46203,3,2,1887.0,2717.76385275
7097,114,79,158,0,20,2456,7368,7,1,775.0,493.418153758
7098,30,641,1282,0,20,176,528,5,2,2053.0,40.8271433181
7099,60,665,1330,0,20,8241,24723,5,2,1430.0,1927.8908288
7100,100,380,760,0,20,17251,51753,5,1,541.0,3514.1598573
7101,112,295,590,0,20,11266,33798,4,2,895.0,2207.16914897
7102,36,212,424,0,20,16636,49908,3,2,452.0,3224.44053047
7103,62,755,1510,0,20,18416,55248,5,4,3530.0,3623.48317246
7104,36,407,814,0,20,19136,57408,3,3,1643.0,3815.27827898
7105,124,513,1026,0,20,12466,37398,1,1,974.0,2361.2576561
7106,66,331,662,0,20,18801,56403,4,1,568.0,3923.4517233
7107,44,28,56,0,20,7416,22248,5,4,138.0,1550.21128914
7108,70,702,1404,0,20,7801,23403,3,1,1173.0,1484.98251599
7109,62,34,68,0,20,12016,36048,7,2,64.0,2577.22844483
7110,130,765,1530,0,20,16461,49383,3,3,2759.0,3283.91865652
7111,48,635,1270,0,20,9846,29538,4,2,3578.0,2051.44604347
7112,24,596,1192,0,20,10186,30558,4,2,3444.0,2058.60302135
7113,86,234,468,0,20,7771,23313,4,2,1562.0,1748.07244528
7114,62,234,468,0,20,3336,10008,8,1,402.0,670.700133751
7115,26,998,1996,0,20,17561,52683,3,2,5348.0,3778.43315867
7116,66,660,1320,0,20,18176,54528,3,2,1572.0,2999.1664621
7117,44,80,160,0,20,19521,58563,4,2,173.0,3701.47108029
7118,40,323,646,0,20,12631,37893,4,2,1172.0,3312.96781704
7119,32,350,700,0,20,7391,22173,3,2,609.0,1346.66968786
7120,74,860,1720,0,20,4356,13068,3,2,3639.0,779.364204651
7121,114,965,1930,0,20,2881,8643,3,1,1506.0,555.532257565
7122,48,606,1212,0,20,17091,51273,1,2,1145.0,3547.45717845
7123,70,497,994,0,20,17276,51828,2,2,1006.0,3300.97384501
7124,104,798,1596,0,20,10201,30603,2,1,1146.0,1758.86096899
7125,66,232,464,0,20,1,3,4,3,1377.0,0.187478760083
7126,96,277,554,0,20,15586,46758,4,4,1558.0,3180.42251372
7127,24,168,336,0,20,2281,6843,4,2,470.0,355.463840887
7128,34,22,44,0,20,6601,19803,3,2,105.0,1512.53436968
7129,120,74,148,0,20,13706,41118,5,5,415.0,2807.43756591
7130,82,849,1698,0,20,921,2763,2,1,1335.0,181.202107203
7131,28,54,108,0,20,5861,17583,5,2,413.0,1173.35645049
7132,72,753,1506,0,20,12051,36153,4,2,2176.0,2185.5939391
7133,60,347,694,0,20,17281,51843,3,2,1587.0,3757.51169378
7134,120,75,150,0,20,13406,40218,5,3,368.0,2668.39129795
7135,66,740,1480,0,20,3646,10938,5,1,1039.0,783.052220641
7136,130,109,218,0,20,19976,59928,4,2,157.0,3728.97482619
7137,68,259,518,0,20,1541,4623,4,2,689.0,269.596654037
7138,32,996,1992,0,20,1386,4158,5,1,7273.0,257.177102425
7139,124,181,362,0,20,9581,28743,5,3,944.0,1889.57532713
7140,112,439,878,0,20,6801,20403,4,4,2595.0,1306.0932077
7141,60,269,538,0,20,13081,39243,3,3,1037.0,2356.21231838
7142,68,234,468,0,20,286,858,4,2,518.0,60.2367158466
7143,64,710,1420,0,20,10216,30648,3,2,1937.0,2002.68937002
7144,30,100,200,0,20,3716,11148,5,1,168.0,721.748986166
7145,60,847,1694,0,20,5901,17703,2,3,2443.0,1043.42826629
7146,48,887,1774,0,20,11376,34128,4,2,2948.0,1877.36021977
7147,114,512,1024,0,20,5936,17808,3,1,818.0,1183.03323112
7148,100,899,1798,0,20,6651,19953,4,4,4773.0,1255.53792626
7149,40,145,290,0,20,1426,4278,4,4,890.0,339.45212845
7150,120,670,1340,0,20,14926,44778,5,3,2699.0,3075.0862371
7151,50,213,426,0,20,461,1383,4,2,525.0,97.6353823714
7152,40,893,1786,0,20,10736,32208,4,2,2504.0,2430.7578141
7153,80,427,854,0,20,8651,25953,4,2,1310.0,1614.41647814
7154,70,450,900,0,20,9751,29253,4,5,2442.0,1999.0129027
7155,118,920,1840,0,20,17236,51708,4,2,2149.0,3421.9061777
7156,46,12,24,0,20,6171,18513,4,3,47.0,1069.70141316
7157,28,920,1840,0,20,17576,52728,3,1,1175.0,4503.06667969
7158,34,718,1436,0,20,2036,6108,3,4,3121.0,382.118936151
7159,122,337,674,0,20,2526,7578,5,4,2826.0,485.703024371
7160,82,976,1952,0,20,96,288,4,2,2370.0,19.2106145201
7161,52,485,970,0,20,18056,54168,6,1,4715.0,3848.07383336
7162,64,656,1312,0,20,6206,18618,4,2,1926.0,1207.33330084
7163,72,589,1178,0,20,15696,47088,5,3,2450.0,2932.0371708
7164,92,432,864,0,20,8191,24573,4,3,2075.0,1533.49799214
7165,86,506,1012,0,20,16926,50778,4,2,3393.0,3301.8326058
7166,32,972,1944,0,20,19521,58563,5,4,4725.0,4025.16300879
7167,40,45,90,0,20,15791,47373,3,2,100.0,2919.11970847
7168,42,559,1118,0,20,6991,20973,7,2,1742.0,1155.91601913
7169,28,435,870,0,20,15966,47898,4,4,2733.0,2876.85216825
7170,46,172,344,0,20,4711,14133,4,4,1051.0,1044.96670717
7171,40,597,1194,0,20,8346,25038,3,1,932.0,1787.83920421
7172,64,750,1500,0,20,15726,47178,4,3,2746.0,3044.13976664
7173,30,718,1436,0,20,3656,10968,6,1,840.0,796.830619289
7174,120,724,1448,0,20,10226,30678,4,2,4762.0,2034.98611409
7175,52,869,1738,0,20,14571,43713,4,4,6031.0,2717.03158781
7176,98,823,1646,0,20,1711,5133,5,3,2911.0,378.817568464
7177,116,822,1644,0,20,3211,9633,4,2,2679.0,583.085576485
7178,82,509,1018,0,20,2401,7203,2,3,1413.0,456.066171986
7179,128,126,252,0,20,8171,24513,4,4,639.0,1571.838566
7180,26,549,1098,0,20,12706,38118,4,1,1017.0,2418.99426258
7181,110,197,394,0,20,15161,45483,3,3,903.0,2941.784345
7182,62,386,772,0,20,14601,43803,4,4,1799.0,2885.81319887
7183,30,639,1278,0,20,9356,28068,3,3,2271.0,1717.76921541
7184,82,342,684,0,20,18176,54528,4,3,1331.0,3537.64079323
7185,86,32,64,0,20,10151,30453,6,1,268.0,1872.18589311
7186,58,92,184,0,20,15096,45288,5,1,134.0,3414.9331415
7187,128,608,1216,0,20,18711,56133,5,1,1000.0,3700.22670933
7188,58,242,484,0,20,14821,44463,3,2,583.0,3095.99332827
7189,30,204,408,0,20,19466,58398,6,2,575.0,4231.02957488
7190,54,241,482,0,20,10376,31128,4,3,1017.0,2423.72506026
7191,54,984,1968,0,20,8821,26463,2,2,3226.0,1628.06182197
7192,22,181,362,0,20,1441,4323,5,2,239.0,276.428694387
7193,36,421,842,0,20,51,153,3,3,1800.0,9.55257162211
7194,86,610,1220,0,20,5701,17103,6,1,826.0,1153.32399451
7195,76,324,648,0,20,15166,45498,6,3,1061.0,3435.68153789
7196,22,643,1286,0,20,5991,17973,5,3,3204.0,1098.10361075
7197,60,658,1316,0,20,10491,31473,4,3,2587.0,2054.1098975
7198,106,403,806,0,20,6001,18003,3,2,1232.0,1241.5757558
7199,110,592,1184,0,20,19191,57573,5,1,4962.0,3790.56401551
7200,122,299,598,0,20,16831,50493,3,3,1207.0,3368.39303267
7201,54,812,1624,0,20,31,93,5,3,2690.0,6.33046999625
7202,66,203,406,0,20,19781,59343,8,2,686.0,3994.34299257
7203,58,77,154,0,20,8311,24933,4,1,513.0,1512.66525247
7204,58,511,1022,0,20,10001,30003,4,3,2710.0,1881.80719391
7205,22,814,1628,0,20,14916,44748,2,2,1676.0,2282.3675384
7206,60,103,206,0,20,15436,46308,3,2,271.0,2920.69845793
7207,84,414,828,0,20,7596,22788,5,1,593.0,1514.09988778
7208,104,772,1544,0,20,9111,27333,4,3,4020.0,1857.11317806
7209,92,453,906,0,20,18016,54048,5,2,1107.0,3406.86011547
7210,128,573,1146,0,20,7256,21768,4,4,2458.0,1417.70819063
7211,120,515,1030,0,20,13236,39708,4,5,2880.0,2650.73950405
7212,78,619,1238,0,20,9906,29718,5,1,3866.0,2119.9989249
7213,58,782,1564,0,20,3516,10548,4,2,2502.0,777.674013327
7214,120,373,746,0,20,6606,19818,3,1,467.0,1458.18758523
7215,114,679,1358,0,20,13481,40443,6,3,2565.0,2848.15766327
7216,88,946,1892,0,20,5771,17313,3,4,4712.0,1127.10952354
7217,82,793,1586,0,20,19321,57963,4,3,3881.0,4385.53401073
7218,104,858,1716,0,20,8526,25578,3,1,1404.0,1560.41125146
7219,90,196,392,0,20,7226,21678,5,2,539.0,1370.3637222
7220,130,784,1568,0,20,3441,10323,1,1,990.0,739.164984475
7221,128,871,1742,0,20,4206,12618,4,2,2063.0,725.288621967
7222,100,425,850,0,20,9251,27753,6,1,690.0,1881.19064876
7223,56,945,1890,0,20,2936,8808,4,2,2710.0,575.569624762
7224,30,600,1200,0,20,7281,21843,6,1,1101.0,1805.01932032
7225,42,678,1356,0,20,9986,29958,5,4,3835.0,2229.5089141
7226,122,42,84,0,20,5306,15918,5,2,61.0,1006.77780917
7227,48,576,1152,0,20,10651,31953,5,4,3021.0,2223.44034156
7228,54,577,1154,0,20,5051,15153,6,1,835.0,1012.12081575
7229,76,732,1464,0,20,14306,42918,5,3,2497.0,3214.17040108
7230,46,520,1040,0,20,8516,25548,4,2,1298.0,1710.81259662
7231,86,64,128,0,20,5701,17103,3,2,251.0,1109.96191241
7232,34,517,1034,0,20,3366,10098,3,3,1874.0,652.483235998
7233,62,696,1392,0,20,8266,24798,4,3,2492.0,1730.43804265
7234,86,193,386,0,20,6491,19473,3,2,205.0,1142.6329756
7235,122,666,1332,0,20,356,1068,6,5,5435.0,75.2126365448
7236,28,843,1686,0,20,2761,8283,3,1,1194.0,626.127564946
7237,88,291,582,0,20,13601,40803,6,4,2693.0,2636.64364263
7238,106,812,1624,0,20,8476,25428,5,2,2298.0,1759.45039205
7239,46,168,336,0,20,2586,7758,4,3,984.0,467.81274977
7240,84,848,1696,0,20,15861,47583,2,1,2140.0,3382.03020477
7241,52,594,1188,0,20,7296,21888,4,4,3034.0,1376.04435629
7242,34,499,998,0,20,13846,41538,5,2,1413.0,2637.19192512
7243,84,347,694,0,20,2251,6753,3,2,762.0,426.247520741
7244,88,642,1284,0,20,18261,54783,4,4,3465.0,3476.36745267
7245,48,918,1836,0,20,3111,9333,3,3,4156.0,586.108557176
7246,112,431,862,0,20,4826,14478,2,1,704.0,1002.55323379
7247,66,600,1200,0,20,1691,5073,4,1,806.0,355.878551159
7248,90,634,1268,0,20,10751,32253,5,3,4243.0,2198.470413
7249,42,223,446,0,20,19761,59283,6,1,374.0,3957.42787872
7250,92,225,450,0,20,7196,21588,4,3,841.0,1363.58136703
7251,24,478,956,0,20,6801,20403,3,2,2146.0,1457.22006105
7252,126,969,1938,0,20,5626,16878,4,2,2728.0,1089.1143173
7253,106,984,1968,0,20,2271,6813,9,1,1883.0,445.550660178
7254,88,565,1130,0,20,341,1023,7,1,923.0,61.9483024897
7255,64,782,1564,0,20,12111,36333,5,1,1126.0,2276.2122039
7256,98,849,1698,0,20,81,243,3,3,3048.0,16.6956860742
7257,26,793,1586,0,20,206,618,5,1,1503.0,37.6720456878
7258,118,982,1964,0,20,19316,57948,2,3,3217.0,4176.31591381
7259,112,474,948,0,20,411,1233,2,2,1437.0,81.3116017279
7260,30,741,1482,0,20,9011,27033,6,3,3136.0,1833.45789853
7261,88,720,1440,0,20,13291,39873,5,2,1986.0,2676.58865028
7262,86,790,1580,0,20,12866,38598,4,3,4508.0,2728.28741125
7263,104,785,1570,0,20,17886,53658,3,4,3177.0,3274.50247221
7264,110,860,1720,0,20,7491,22473,5,2,2295.0,1487.21974862
7265,54,824,1648,0,20,8586,25758,5,3,3256.0,1885.18715763
7266,78,1000,2000,0,20,19931,59793,4,3,6386.0,3741.88534013
7267,38,790,1580,0,20,2571,7713,7,4,8595.0,518.808526709
7268,128,943,1886,0,20,2501,7503,3,3,3089.0,475.093073954
7269,94,786,1572,0,20,3236,9708,4,3,3304.0,579.428488223
7270,66,849,1698,0,20,7816,23448,4,5,5100.0,1612.2474539
7271,64,175,350,0,20,15316,45948,6,4,1440.0,3293.18270153
7272,84,404,808,0,20,14401,43203,2,2,946.0,3024.29244127
7273,46,457,914,0,20,8711,26133,4,2,1130.0,1751.65494639
7274,32,23,46,0,20,906,2718,5,1,37.0,234.987534965
7275,36,138,276,0,20,7326,21978,4,2,336.0,1466.29577653
7276,82,382,764,0,20,15786,47358,3,4,1726.0,3430.07046754
7277,130,242,484,0,20,9076,27228,3,2,612.0,1995.33532544
7278,76,646,1292,0,20,13561,40683,4,4,3131.0,2904.04947841
7279,88,874,1748,0,20,17981,53943,5,2,7466.0,3892.97184216
7280,96,81,162,0,20,2121,6363,4,2,194.0,415.001573341
7281,68,856,1712,0,20,6851,20553,4,3,3938.0,1339.62122665
7282,84,899,1798,0,20,9371,28113,4,1,5035.0,1944.06979989
7283,92,897,1794,0,20,7771,23313,1,2,1413.0,1459.92393085
7284,98,121,242,0,20,5051,15153,4,2,281.0,987.523645277
7285,102,504,1008,0,20,1161,3483,5,1,724.0,222.37092743
7286,48,11,22,0,20,15581,46743,5,4,54.0,2703.93645624
7287,82,973,1946,0,20,17961,53883,3,1,1614.0,3849.91673753
7288,40,544,1088,0,20,15301,45903,3,3,2532.0,3643.63052281
7289,106,368,736,0,20,13796,41388,2,2,716.0,2883.93083437
7290,26,625,1250,0,20,8511,25533,4,4,3751.0,1621.57888199
7291,70,301,602,0,20,3496,10488,2,2,947.0,666.554661738
7292,100,418,836,0,20,366,1098,4,2,990.0,84.1205353159
7293,24,63,126,0,20,12806,38418,8,2,104.0,2696.61278857
7294,116,694,1388,0,20,5051,15153,5,4,4013.0,983.84235142
7295,52,317,634,0,20,15186,45558,4,2,845.0,3680.09506619
7296,118,131,262,0,20,16326,48978,4,1,203.0,3046.73733259
7297,120,635,1270,0,20,4581,13743,4,3,2916.0,1017.92465295
